Causas (lista reducida);Sexo;Edad;Total
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 5 a 9 años;0
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 10 a 14 años;1
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 15 a 19 años;0
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 20 a 24 años;0
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 25 a 29 años;0
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 30 a 34 años;0
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 35 a 39 años;1
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 40 a 44 años;0
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 45 a 49 años;2
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 50 a 54 años;8
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 55 a 59 años;14
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 60 a 64 años;14
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 65 a 69 años;27
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 70 a 74 años;43
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 75 a 79 años;76
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 80 a 84 años;121
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 85 a 89 años;170
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 90 a 94 años;117
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 95 años y más;35
074 Artritis reumatoide y osteoartrosis;Hombres;Menores de 1 año;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 1 a 4 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 5 a 9 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 10 a 14 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 15 a 19 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 20 a 24 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 25 a 29 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 30 a 34 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 35 a 39 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 40 a 44 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 45 a 49 años;0
074 Artritis reumatoide y osteoartrosis;Hombres;De 50 a 54 años;1
074 Artritis reumatoide y osteoartrosis;Hombres;De 55 a 59 años;2
074 Artritis reumatoide y osteoartrosis;Hombres;De 60 a 64 años;8
074 Artritis reumatoide y osteoartrosis;Hombres;De 65 a 69 años;11
074 Artritis reumatoide y osteoartrosis;Hombres;De 70 a 74 años;11
074 Artritis reumatoide y osteoartrosis;Hombres;De 75 a 79 años;16
074 Artritis reumatoide y osteoartrosis;Hombres;De 80 a 84 años;21
074 Artritis reumatoide y osteoartrosis;Hombres;De 85 a 89 años;27
074 Artritis reumatoide y osteoartrosis;Hombres;De 90 a 94 años;15
074 Artritis reumatoide y osteoartrosis;Hombres;De 95 años y más;6
075 Osteoporosis y fractura patológica;Hombres;Menores de 1 año;0
075 Osteoporosis y fractura patológica;Hombres;De 1 a 4 años;0
075 Osteoporosis y fractura patológica;Hombres;De 5 a 9 años;0
075 Osteoporosis y fractura patológica;Hombres;De 10 a 14 años;0
075 Osteoporosis y fractura patológica;Hombres;De 15 a 19 años;0
075 Osteoporosis y fractura patológica;Hombres;De 20 a 24 años;0
075 Osteoporosis y fractura patológica;Hombres;De 25 a 29 años;0
075 Osteoporosis y fractura patológica;Hombres;De 30 a 34 años;0
075 Osteoporosis y fractura patológica;Hombres;De 35 a 39 años;1
075 Osteoporosis y fractura patológica;Hombres;De 40 a 44 años;0
075 Osteoporosis y fractura patológica;Hombres;De 45 a 49 años;0
075 Osteoporosis y fractura patológica;Hombres;De 50 a 54 años;0
075 Osteoporosis y fractura patológica;Hombres;De 55 a 59 años;1
075 Osteoporosis y fractura patológica;Hombres;De 60 a 64 años;2
075 Osteoporosis y fractura patológica;Hombres;De 65 a 69 años;2
075 Osteoporosis y fractura patológica;Hombres;De 70 a 74 años;6
075 Osteoporosis y fractura patológica;Hombres;De 75 a 79 años;49
075 Osteoporosis y fractura patológica;Hombres;De 80 a 84 años;150
075 Osteoporosis y fractura patológica;Hombres;De 85 a 89 años;329
075 Osteoporosis y fractura patológica;Hombres;De 90 a 94 años;307
075 Osteoporosis y fractura patológica;Hombres;De 95 años y más;140
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Menores de 1 año;0
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 1 a 4 años;0
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 5 a 9 años;0
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 10 a 14 años;0
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 15 a 19 años;0
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 20 a 24 años;2
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 25 a 29 años;0
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 30 a 34 años;0
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 35 a 39 años;5
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 40 a 44 años;4
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 45 a 49 años;12
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 50 a 54 años;14
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 55 a 59 años;29
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 60 a 64 años;32
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 65 a 69 años;48
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 70 a 74 años;71
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 75 a 79 años;91
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 80 a 84 años;101
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 85 a 89 años;126
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 90 a 94 años;71
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;De 95 años y más;19
077 Enfermedades del riñón y del uréter;Hombres;Menores de 1 año;0
077 Enfermedades del riñón y del uréter;Hombres;De 1 a 4 años;1
077 Enfermedades del riñón y del uréter;Hombres;De 5 a 9 años;0
077 Enfermedades del riñón y del uréter;Hombres;De 10 a 14 años;1
077 Enfermedades del riñón y del uréter;Hombres;De 15 a 19 años;0
077 Enfermedades del riñón y del uréter;Hombres;De 20 a 24 años;1
077 Enfermedades del riñón y del uréter;Hombres;De 25 a 29 años;2
077 Enfermedades del riñón y del uréter;Hombres;De 30 a 34 años;4
077 Enfermedades del riñón y del uréter;Hombres;De 35 a 39 años;0
077 Enfermedades del riñón y del uréter;Hombres;De 40 a 44 años;5
077 Enfermedades del riñón y del uréter;Hombres;De 45 a 49 años;16
077 Enfermedades del riñón y del uréter;Hombres;De 50 a 54 años;24
077 Enfermedades del riñón y del uréter;Hombres;De 55 a 59 años;47
077 Enfermedades del riñón y del uréter;Hombres;De 60 a 64 años;74
077 Enfermedades del riñón y del uréter;Hombres;De 65 a 69 años;126
077 Enfermedades del riñón y del uréter;Hombres;De 70 a 74 años;266
077 Enfermedades del riñón y del uréter;Hombres;De 75 a 79 años;392
077 Enfermedades del riñón y del uréter;Hombres;De 80 a 84 años;671
077 Enfermedades del riñón y del uréter;Hombres;De 85 a 89 años;988
077 Enfermedades del riñón y del uréter;Hombres;De 90 a 94 años;771
077 Enfermedades del riñón y del uréter;Hombres;De 95 años y más;291
078 Enfermedades de los órganos genitales masculinos;Hombres;Menores de 1 año;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 1 a 4 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 5 a 9 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 10 a 14 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 15 a 19 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 20 a 24 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 25 a 29 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 30 a 34 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 35 a 39 años;0
078 Enfermedades de los órganos genitales masculinos;Hombres;De 40 a 44 años;2
078 Enfermedades de los órganos genitales masculinos;Hombres;De 45 a 49 años;2
078 Enfermedades de los órganos genitales masculinos;Hombres;De 50 a 54 años;1
078 Enfermedades de los órganos genitales masculinos;Hombres;De 55 a 59 años;6
078 Enfermedades de los órganos genitales masculinos;Hombres;De 60 a 64 años;8
078 Enfermedades de los órganos genitales masculinos;Hombres;De 65 a 69 años;13
078 Enfermedades de los órganos genitales masculinos;Hombres;De 70 a 74 años;17
078 Enfermedades de los órganos genitales masculinos;Hombres;De 75 a 79 años;27
078 Enfermedades de los órganos genitales masculinos;Hombres;De 80 a 84 años;43
078 Enfermedades de los órganos genitales masculinos;Hombres;De 85 a 89 años;84
078 Enfermedades de los órganos genitales masculinos;Hombres;De 90 a 94 años;69
078 Enfermedades de los órganos genitales masculinos;Hombres;De 95 años y más;28
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Menores de 1 año;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 1 a 4 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 5 a 9 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 10 a 14 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 15 a 19 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 20 a 24 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 25 a 29 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 30 a 34 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 35 a 39 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 40 a 44 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 45 a 49 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 50 a 54 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 55 a 59 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 60 a 64 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 65 a 69 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 70 a 74 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 75 a 79 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 80 a 84 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 85 a 89 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 90 a 94 años;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;De 95 años y más;0
080 Otras enfermedades del sistema genitourinario;Hombres;Menores de 1 año;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 1 a 4 años;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 5 a 9 años;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 10 a 14 años;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 15 a 19 años;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 20 a 24 años;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 25 a 29 años;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 30 a 34 años;0
080 Otras enfermedades del sistema genitourinario;Hombres;De 35 a 39 años;4
080 Otras enfermedades del sistema genitourinario;Hombres;De 40 a 44 años;2
080 Otras enfermedades del sistema genitourinario;Hombres;De 45 a 49 años;7
080 Otras enfermedades del sistema genitourinario;Hombres;De 50 a 54 años;14
080 Otras enfermedades del sistema genitourinario;Hombres;De 55 a 59 años;14
080 Otras enfermedades del sistema genitourinario;Hombres;De 60 a 64 años;39
080 Otras enfermedades del sistema genitourinario;Hombres;De 65 a 69 años;60
080 Otras enfermedades del sistema genitourinario;Hombres;De 70 a 74 años;139
080 Otras enfermedades del sistema genitourinario;Hombres;De 75 a 79 años;219
080 Otras enfermedades del sistema genitourinario;Hombres;De 80 a 84 años;389
080 Otras enfermedades del sistema genitourinario;Hombres;De 85 a 89 años;638
080 Otras enfermedades del sistema genitourinario;Hombres;De 90 a 94 años;528
080 Otras enfermedades del sistema genitourinario;Hombres;De 95 años y más;202
081 XV.Embarazo, parto y puerperio;Hombres;Menores de 1 año;0
081 XV.Embarazo, parto y puerperio;Hombres;De 1 a 4 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 5 a 9 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 10 a 14 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 15 a 19 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 20 a 24 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 25 a 29 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 30 a 34 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 35 a 39 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 40 a 44 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 45 a 49 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 50 a 54 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 55 a 59 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 60 a 64 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 65 a 69 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 70 a 74 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 75 a 79 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 80 a 84 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 85 a 89 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 90 a 94 años;0
081 XV.Embarazo, parto y puerperio;Hombres;De 95 años y más;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Menores de 1 año;315
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 1 a 4 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 5 a 9 años;1
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 10 a 14 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 15 a 19 años;2
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 20 a 24 años;3
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 25 a 29 años;2
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 30 a 34 años;1
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 35 a 39 años;3
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 40 a 44 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 45 a 49 años;1
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 50 a 54 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 55 a 59 años;1
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 60 a 64 años;2
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 65 a 69 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 70 a 74 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 75 a 79 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 80 a 84 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 85 a 89 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 90 a 94 años;0
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;De 95 años y más;0
083 Malformaciones congénitas del sistema nervioso;Hombres;Menores de 1 año;11
083 Malformaciones congénitas del sistema nervioso;Hombres;De 1 a 4 años;1
083 Malformaciones congénitas del sistema nervioso;Hombres;De 5 a 9 años;2
083 Malformaciones congénitas del sistema nervioso;Hombres;De 10 a 14 años;1
083 Malformaciones congénitas del sistema nervioso;Hombres;De 15 a 19 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 20 a 24 años;4
083 Malformaciones congénitas del sistema nervioso;Hombres;De 25 a 29 años;1
083 Malformaciones congénitas del sistema nervioso;Hombres;De 30 a 34 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 35 a 39 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 40 a 44 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 45 a 49 años;1
083 Malformaciones congénitas del sistema nervioso;Hombres;De 50 a 54 años;2
083 Malformaciones congénitas del sistema nervioso;Hombres;De 55 a 59 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 60 a 64 años;1
083 Malformaciones congénitas del sistema nervioso;Hombres;De 65 a 69 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 70 a 74 años;1
083 Malformaciones congénitas del sistema nervioso;Hombres;De 75 a 79 años;3
083 Malformaciones congénitas del sistema nervioso;Hombres;De 80 a 84 años;2
083 Malformaciones congénitas del sistema nervioso;Hombres;De 85 a 89 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 90 a 94 años;0
083 Malformaciones congénitas del sistema nervioso;Hombres;De 95 años y más;0
084 Malformaciones congénitas del sistema circulatorio;Hombres;Menores de 1 año;52
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 1 a 4 años;5
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 5 a 9 años;2
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 10 a 14 años;2
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 15 a 19 años;3
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 20 a 24 años;4
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 25 a 29 años;2
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 30 a 34 años;2
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 35 a 39 años;5
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 40 a 44 años;4
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 45 a 49 años;10
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 50 a 54 años;0
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 55 a 59 años;6
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 60 a 64 años;5
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 65 a 69 años;2
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 70 a 74 años;4
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 75 a 79 años;7
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 80 a 84 años;3
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 85 a 89 años;2
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 90 a 94 años;2
084 Malformaciones congénitas del sistema circulatorio;Hombres;De 95 años y más;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Menores de 1 año;45
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 1 a 4 años;2
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 5 a 9 años;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 10 a 14 años;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 15 a 19 años;2
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 20 a 24 años;2
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 25 a 29 años;6
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 30 a 34 años;5
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 35 a 39 años;8
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 40 a 44 años;12
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 45 a 49 años;14
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 50 a 54 años;21
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 55 a 59 años;45
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 60 a 64 años;32
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 65 a 69 años;25
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 70 a 74 años;10
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 75 a 79 años;8
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 80 a 84 años;7
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 85 a 89 años;6
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 90 a 94 años;4
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;De 95 años y más;3
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Menores de 1 año;11
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 1 a 4 años;6
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 5 a 9 años;1
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 10 a 14 años;3
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 15 a 19 años;9
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 20 a 24 años;15
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 25 a 29 años;23
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 30 a 34 años;32
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 35 a 39 años;60
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 40 a 44 años;86
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 45 a 49 años;124
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 50 a 54 años;184
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 55 a 59 años;224
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 60 a 64 años;236
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 65 a 69 años;224
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 70 a 74 años;238
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 75 a 79 años;186
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 80 a 84 años;299
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 85 a 89 años;358
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 90 a 94 años;237
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;De 95 años y más;102
087 Senilidad;Hombres;Menores de 1 año;0
087 Senilidad;Hombres;De 1 a 4 años;0
087 Senilidad;Hombres;De 5 a 9 años;0
087 Senilidad;Hombres;De 10 a 14 años;0
087 Senilidad;Hombres;De 15 a 19 años;0
087 Senilidad;Hombres;De 20 a 24 años;0
087 Senilidad;Hombres;De 25 a 29 años;0
087 Senilidad;Hombres;De 30 a 34 años;0
087 Senilidad;Hombres;De 35 a 39 años;0
087 Senilidad;Hombres;De 40 a 44 años;0
087 Senilidad;Hombres;De 45 a 49 años;0
087 Senilidad;Hombres;De 50 a 54 años;0
087 Senilidad;Hombres;De 55 a 59 años;0
087 Senilidad;Hombres;De 60 a 64 años;0
087 Senilidad;Hombres;De 65 a 69 años;0
087 Senilidad;Hombres;De 70 a 74 años;5
087 Senilidad;Hombres;De 75 a 79 años;15
087 Senilidad;Hombres;De 80 a 84 años;51
087 Senilidad;Hombres;De 85 a 89 años;122
087 Senilidad;Hombres;De 90 a 94 años;168
087 Senilidad;Hombres;De 95 años y más;160
088 Muerte súbita infantil;Hombres;Menores de 1 año;36
088 Muerte súbita infantil;Hombres;De 1 a 4 años;0
088 Muerte súbita infantil;Hombres;De 5 a 9 años;0
088 Muerte súbita infantil;Hombres;De 10 a 14 años;0
088 Muerte súbita infantil;Hombres;De 15 a 19 años;0
088 Muerte súbita infantil;Hombres;De 20 a 24 años;0
088 Muerte súbita infantil;Hombres;De 25 a 29 años;0
088 Muerte súbita infantil;Hombres;De 30 a 34 años;0
088 Muerte súbita infantil;Hombres;De 35 a 39 años;0
088 Muerte súbita infantil;Hombres;De 40 a 44 años;0
088 Muerte súbita infantil;Hombres;De 45 a 49 años;0
088 Muerte súbita infantil;Hombres;De 50 a 54 años;0
088 Muerte súbita infantil;Hombres;De 55 a 59 años;0
088 Muerte súbita infantil;Hombres;De 60 a 64 años;0
088 Muerte súbita infantil;Hombres;De 65 a 69 años;0
088 Muerte súbita infantil;Hombres;De 70 a 74 años;0
088 Muerte súbita infantil;Hombres;De 75 a 79 años;0
088 Muerte súbita infantil;Hombres;De 80 a 84 años;0
088 Muerte súbita infantil;Hombres;De 85 a 89 años;0
088 Muerte súbita infantil;Hombres;De 90 a 94 años;0
088 Muerte súbita infantil;Hombres;De 95 años y más;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Menores de 1 año;1
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 1 a 4 años;4
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 5 a 9 años;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 10 a 14 años;4
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 15 a 19 años;5
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 20 a 24 años;5
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 25 a 29 años;9
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 30 a 34 años;29
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 35 a 39 años;31
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 40 a 44 años;43
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 45 a 49 años;96
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 50 a 54 años;89
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 55 a 59 años;112
